"svc_cde","svc_nme","trade_cde","tradelane_cde","svc_type","eff_start_iodt","eff_end_iodt","svc_id","ssm_svc_id","voy_assgn_to","rec_cre_iodt","rec_cre_by","rec_upd_iodt","rec_upd_by","oa_cmn_cde","rec_cre_ts"
CHL3,CHINA HOCHIMIN LAEM CHABANG SERVICE 3,IAT,IAT,EINT,"20160722000000.000","20251231000000.000",1981,10435,Entire Service,"20160726052435.956",CAOBE,"20221211130001.206",IR4_ITS,,"20221211211512.000035"
TBX,TURKEY BLACK SEA EXPRESS,IET,IET,EINT,"20180625000000.000","20201006000000.000",56922,1053501,Entire Service,"20180628091933.784","1041","20201006063700.301","1041",,"20221211211512.000035"
SNG7,SHA SUN NAGOYA SERVICE,IAT,IAT,EINT Feeder,"20180918000000.000","20191103000000.000",88921,1054404,Entire Service,"20180918044930.715","1041","20191113025500.385","1041",,"20221211211512.000035"
AGX2,ARABIAN GULF EXPRESS 2 EXPIRED,IAT,IAT,FINT,"20190417000000.000","20220525000000.000",168921,1058703,Entire Service,"20190417071955.683","1041","20220526092148.243","1041",,"20221211211512.000035"
PIDO,PUBLIC FEEDER INDIA REGION,IAT,IAT,Public Feeder,"20220101000000.000","20651231000000.000",360921,1074800,Entire Service,"20220112055136.351","1041","20221211130000.399",IR4_ITS,,"20221211211512.000035"
BLW,BELAWAN SHUTTLE SERVICE EXPIRED,IAT,IAT,FINT,"20060301000000.000","20190407000000.000",92,10095,Entire Service,"20120722104958.953",,"20190408082751.598","1041",,"20221211211512.000035"
SBH2,SCAN BALTIC EXPRESS H 2,IET,NEN,EINT,"20151223000000.000","20221115000000.000",1601,10414,Entire Service,"20151223070039.903",NIUGA,"20221114150001.059",IR4_ITS,,"20221211211512.000035"
AAS,ASIA ADRIATIC SERVICE,AET,AWM,Trunk Vessel,"20160607000000.000","20251231000000.000",1961,10481,Entire Service,"20160706043837.417",XUJE7,"20221211130001.529",IR4_ITS,MED5,"20221211211512.000035"
ITS,INDONESIA THAILAND STRAITS SERVICE,IAT,IAT,FINT,"20170419000000.000","20251231000000.000",60921,10492,Entire Service,"20170419023907.825",DAIDE,"20221211130000.861",IR4_ITS,,"20221211211512.000035"
KCM2,KOREA CHINA MALAYSIA SERVICE,IAT,IAT,EINT,"20180927000000.000","20201231000000.000",100921,1054600,Entire Service,"20180926053500.761","1041","20210202054024.255","1041",,"20221211211512.000035"
CIP,CHINA INDONESIA PHILIPPINES SERVICE EXPIRED,IAT,IAT,EINT,"20200730000000.000","20220519000000.000",250921,1067000,Entire Service,"20200730051300.241","1041","20220520091024.287","1041",,"20221211211512.000036"
KTX3,KTX SERVICE 3,IAT,IAT,EINT,"20040101000000.000","20271231000000.000",20,10016,Entire Service,"20120722104910.641",,"20221211130001.011",IR4_ITS,,"20221211211512.000036"
ECX2,EAST COAST EXPRESS 2,TPT,TPA,Trunk Vessel,"20180221000000.000","20251231000000.000",38922,10526,Entire Service,"20180221035927.842",SHENHE,"20221211130000.893",IR4_ITS,USEC1,"20221211211512.000036"
TLA1,TRANSPACIFIC LATIN ATLANTIC 1,LAT,ALE,Trunk Vessel,"20180927000000.000","20301231000000.000",106923,1054704,Entire Service,"20181003011145.610","1041","20221211130000.620",IR4_ITS,,"20221211211512.000036"
IAP1,INTRA-AMERICA PACIFIC 1 EXPIRED,TPT,IAP,Trunk Vessel,"20181211000000.000","20190619000000.000",136921,1056100,Entire Service,"20181211075005.281","1041","20190620060317.398","1041",,"20221211211512.000036"
SYM2,SINGAPORE YANGON MALAYSIA SERVICE 2,IAT,IAT,FINT,"20190417000000.000","20220525000000.000",166922,1058702,Entire Service,"20190417020511.207","1041","20220526092424.219","1041",,"20221211211512.000036"
CJ24,DJA/QIN KANSAI SERVICE(EXPIRED),IAT,IAT,EINT Feeder,"20190601000000.000","20191103000000.000",188921,1060000,Entire Service,"20190605062729.283","1041","20191113025348.211","1041",,"20221211211512.000036"
MVX,MALAYSIA VIETNAM EXPRESS,IAT,IAT,EINT,"20211207000000.000","20261231000000.000",350921,1073900,Entire Service,"20211201071012.161","1041","20221211130001.079",IR4_ITS,,"20221211211512.000036"
YGN2,YANGON FEEDER 2,IAT,IAT,FINT,"20130115000000.000","20130821000000.000",7,10288,Sector,"20130201093341.235",,"20160318020615.789",CSSUPP,,"20221211211512.000036"
NAS,NORT AFRICA SERVICE EXPIRED,IET,IET,Public Feeder,"20150610000000.000","20181210000000.000",1222,10386,Entire Service,"20150611011951.973",XUJE7,"20181210081235.222","1041",,"20221211211512.000036"
LL1,ASIA EUROPE SERVICE LOOP 1,AET,AEC,Trunk Vessel,"20170201000000.000","20251231000000.000",2381,10461,Entire Service,"20161205070547.614",ZHAOGA2,"20221211130000.744",IR4_ITS,NEU1,"20221211211512.000036"
LL6,ASIA EUROPE SERVICE LOOP 6,AET,AEC,Trunk Vessel,"20170201000000.000","20251231000000.000",2481,10471,Entire Service,"20161205073818.004",ZHAOGA2,"20221211130001.230",IR4_ITS,NEU6,"20221211211512.000036"
SBM1,SCAN BALTIC EXPRESS M,IET,IET,EINT Feeder,"20170715000000.000","20191205000000.000",2901,10503,Entire Service,"20170721091811.548",XUJE7,"20191204150000.439",IR4_ITS,,"20221211211512.000036"
PNE,PIRAEUS NAPLES EXPRESS,IET,SES,Public Feeder,"20180625000000.000","20241231000000.000",58921,1053502,Entire Service,"20180629024100.386","1041","20221211130000.373",IR4_ITS,,"20221211211512.000037"
WAF2,WEST AFRICA SERVICE 2,LAT,AWA,Trunk Vessel,"20180919000000.000","20231231000000.000",108922,1054706,Sector,"20181004024446.691","1041","20221211130001.392",IR4_ITS,,"20221211211512.000037"
TCX,THAILAND CHENNAI EXPRESS,IAT,IAT,FINT,"20190304000000.000","20241231000000.000",142921,1057100,Entire Service,"20190304052622.174","1041","20221211130001.690",IR4_ITS,,"20221211211512.000037"
TLP3,TRANSPACIFIC LATIN PACIFIC 3,LAT,ALW,Trunk Vessel,"20200601000000.000","20251231000000.000",246921,1066301,Entire Service,"20200618063424.224","1041","20221211130000.989",IR4_ITS,,"20221211211512.000037"
GMI2,GRAND MALAYSIA INDONESIA SERVICE 2,IAT,IAT,FINT,"20220215000000.000","20221124000000.000",364921,1075100,Entire Service,"20220215065000.311","1041","20221124043536.287","1041",,"20221211211512.000037"
PLFE,PUBLIC LATIN AMERICA FEEDERS - EAST,LAT,ALE,Feeder,"20220701000000.000","20251231000000.000",388921,1076800,Entire Service,"20220722163212.386","1041","20221211130000.865",IR4_ITS,,"20221211211512.000037"
KTX2,KTX SERVICE 2,IAT,IAT,EINT,"20000101000000.000","20261231000000.000",8,10007,Entire Service,"20120722104859.439",,"20221211130001.463",IR4_ITS,,"20221211211512.000037"
NCK,NORTH CHINA/KOREA SERVICE,IAT,IAT,FINT,"20000101000000.000","20101231000000.000",9,,,"20120722104900.502",,"20130315012620.958",,,"20221211211512.000037"
KTX1,KTX SERVICE 1,IAT,IAT,EINT,"20000101000000.000","20271231000000.000",11,10006,Entire Service,"20120722104902.156",,"20221211130001.403",IR4_ITS,,"20221211211512.000037"
SHX,SETOUCHI- HAIKOU EXPRESS,IAT,IAT,EINT Feeder,"20000101000000.000","20101231000000.000",12,,,"20120722104903.036",,"20130315012621.264",,,"20221211211512.000037"
AMS,ASIA MIDDLE EAST SERVICE,IAT,IAT,EINT (Int),"20040101000000.000","20101231000000.000",13,,,"20120722104904.171",,"20130315012622.458",,,"20221211211512.000037"
SBX2,SCAN BALTIC EXPRESS 2 EXPIRED,IET,IET,EINT Feeder,"20051231000000.000","20141015000000.000",14,10014,Entire Service,"20120722104906.140",,"20141015013748.603",XIERO,,"20221211211512.000037"
SBX,SCANBALTIC EXPRESS EXPIRED,IET,IET,EINT Feeder,"20061231000000.000","20141016000000.000",15,10013,Entire Service,"20120722104907.821",,"20141015013604.466",XIERO,,"20221211211512.000037"
GEX1,CANADIAN GATEWAY EXPRESS 1,TAT,TAG,Trunk Vessel,"20000101000000.000","20261231000000.000",16,10012,Entire Service,"20120722104908.718",,"20221211130000.748",IR4_ITS,,"20221211211512.000037"
GEX3,CANADIAN GATEWAY EXPRESS 3,TAT,TAG,Trunk Vessel,"20000101000000.000","20101231000000.000",18,,,"20120722104909.270",,"20130828045146.032",,,"20221211211512.000038"
PHF,PHILIPPINE FEEDER SERVICE,IAT,IAT,FINT,"20000101000000.000","20271231000000.000",19,10001,Entire Service,"20120722104909.727",,"20221211130000.601",IR4_ITS,,"20221211211512.000038"
EU7,NORTH CHINA EUROPEAN EXPRESS,AET,AEC,Trunk Vessel,"20031201000000.000","20070101000000.000",21,,,"20120722104912.096",,"20130315012628.935",,,"20221211211512.000038"
ATXS,ATLANTIC BUTTERFLY NORTH/SOUTH WINGS,TAT,TAN,Trunk Vessel,"20030101000000.000","20111231000000.000",22,10025,Entire Service,"20120722104912.997",,"20170301040331.546",LIJO2,,"20221211211512.000038"
GMX,GUMEX,TAT,TAN,Trunk Vessel,"20030101000000.000","20140619000000.000",23,10024,Entire Service,"20120722104914.147",,"20140618061557.873",ZHANGMA4,,"20221211211512.000038"
GAX,GULF ATLANTIC SPRINT SERVICE,TAT,TAN,Trunk Vessel,"20030101000000.000","20140619000000.000",24,10023,Entire Service,"20120722104915.309",,"20140618061527.527",ZHANGMA4,,"20221211211512.000038"
EU5,LOOP E - ASIA MIDDLE EAST EXPRESS,AET,AEC,Trunk Vessel,"20030101000000.000","20070101000000.000",25,,,"20120722104916.382",,"20130315012627.320",,,"20221211211512.000038"
EU4,LOOP D - CHINA EUROPE EXPRESS,AET,AEC,Trunk Vessel,"20030101000000.000","20070101000000.000",26,,,"20120722104916.984",,"20130315012626.784",,,"20221211211512.000038"
EU3,LOOP C - ASIA EUROPE EXPRESS,AET,AEC,Trunk Vessel,"20030101000000.000","20070101000000.000",28,,,"20120722104918.149",,"20130315012626.031",,,"20221211211512.000038"
EU1,LOOP A - JAPAN SINGAPORE EXPRESS,AET,AEC,Trunk Vessel,"20030101000000.000","20070101000000.000",29,,,"20120722104918.724",,"20130315012625.765",,,"20221211211512.000038"
EU6,LOOP M - ASIA MED EXPRESS,AET,AEM,Trunk Vessel,"20030101000000.000","20070101000000.000",30,,,"20120722104919.537",,"20130315012625.395",,,"20221211211512.000038"
JKT1,JAKARTA SHUTTLE SERVICE,IAT,IAT,Public Feeder,"20000101000000.000","20130705000000.000",31,,,"20120722104919.885",,"20130705051128.842",,,"20221211211512.000038"
JKT,JAKARTA SHUTTLE SERVICE EXPIRED,IAT,IAT,FINT,"20000101000000.000","20220525000000.000",32,10027,Entire Service,"20120722104920.206",,"20220526093312.614","1041",,"20221211211512.000038"
NCK1,NORTH CHINA/KOREA SERVICE,IAT,IAT,FINT,"20040601000000.000","20081201000000.000",33,,,"20120722104920.468",,"20130315012636.252",,,"20221211211512.000038"
JTV,JAPAN THAILAND VIETNAM SERVICE,IAT,IAT,EINT Feeder,"20010101000000.000","20180912000000.000",34,10042,Entire Service,"20120722104920.882",,"20180911150001.479",IR4_ITS,,"20221211211512.000039"
NTX,NORTH CHINA / TAIWAN SERVICE,IAT,IAT,EINT,"20010101000000.000","20261231000000.000",35,10041,Entire Service,"20120722104921.669",,"20221211130001.334",IR4_ITS,,"20221211211512.000039"
STX,SETOUCHI-TAIWAN EXPRESS,IAT,IAT,EINT Feeder,"20010101000000.000","20101231000000.000",36,,,"20120722104922.258",,"20130315012635.481",,,"20221211211512.000039"
JMX,JAPAN/MALAYSIA EXPRESS,IAT,IAT,EINT Feeder,"20000101000000.000","20131123000000.000",37,10039,Entire Service,"20120722104922.690",,"20170601093827.253",XIERO,,"20221211211512.000039"
ASA,SINGAPORE EXPRESS SERVICE,AUT,AUS,Trunk Vessel,"20010101000000.000","20271231000000.000",38,10038,Entire Service,"20120722104923.047",,"20221211130000.976",IR4_ITS,,"20221211211512.000039"
AAA1,TORRES EXPRESS,AUT,AUS,Trunk Vessel,"20010101000000.000","20251231000000.000",39,10037,Entire Service,"20120722104923.559",,"20221211130000.869",IR4_ITS,,"20221211211512.000039"
AEA1,AUSTRALIA CHINA EXPRESS,AUT,AUT,Trunk Vessel,"20010102000000.000","20161231000000.000",40,10036,Entire Service,"20120722104924.318",,"20171221091045.359",ZHANGJO2,,"20221211211512.000039"
AEA2,ANL/ACE NORTH ASIA SERVICE,AUT,AUT,Trunk Vessel,"20010101000000.000","20161231000000.000",41,10035,Entire Service,"20120722104927.175",,"20171221091115.761",ZHANGJO2,,"20221211211512.000039"
AAA2,BIGHT EXPRESS,AUT,AUS,Trunk Vessel,"20010101000000.000","20251231000000.000",42,10034,Entire Service,"20120722104928.157",,"20221211130001.058",IR4_ITS,,"20221211211512.000039"
NZX,NEW ZEALAND EXPRESS,AUT,AUT,Trunk Vessel,"20010101000000.000","20101231000000.000",43,,,"20120722104928.775",,"20130315012632.245",,,"20221211211512.000039"
IBX,NORTH CONTINENT IBERIA EXPRESS EXPIRED,IET,IET,Public Feeder,"20030501000000.000","20180607000000.000",44,10032,Entire Service,"20120722104929.148",,"20180913031751.933","1041",,"20221211211512.000039"
IBX2,NORTH CONTINENT - IBERIA EXPRESS,IET,NEN,Public Feeder,"20031012000000.000","20271231000000.000",45,10031,Entire Service,"20120722104929.585",,"20221211130001.113",IR4_ITS,,"20221211211512.000039"
IMX,INTRA-MEDITERREAN EXPRESS,IET,IET,Public Feeder,"20010101000000.000","20151231000000.000",46,10030,Entire Service,"20120722104931.593",,"20170906163054.296",ZHANGMA4,,"20221211211512.000040"
SBX3,SCAN BALTIC EXPRESS 3 EXPIRED,IET,IET,EINT Feeder,"20050101000000.000","20141013000000.000",47,10045,Entire Service,"20120722104931.894",,"20141015014032.449",XIERO,,"20221211211512.000040"
NSS,NHAVA SHEVA SERVICE,IAT,IAT,EINT Feeder,"20040101000000.000","20101231000000.000",49,,,"20120722104932.039",,"20130315012638.937",,,"20221211211512.000040"
PKG,PORT KLANG SERVICE,IAT,IAT,FINT,"20041210000000.000","20130424000000.000",50,,,"20120722104932.235",,"20130425025947.767",,,"20221211211512.000040"
SIS,SINGAPORE INDONESIA SHUTTLE EXPIRED,IAT,IAT,FINT,"20040515000000.000","20051231000000.000",51,10059,Entire Service,"20120722104932.392",,"20180723010130.817","1041",,"20221211211512.000040"
HSS,HONGKONG SINGAPORE SERVICE,IAT,IAT,FINT,"20040101000000.000","20080101000000.000",52,,,"20120722104932.592",,"20130315012639.649",,,"20221211211512.000040"
MFS,MANILA FEEDER SERVICE,IAT,IAT,FINT,"20000101000000.000","20151120000000.000",53,10057,Entire Service,"20120722104932.753",,"20170601092842.809",ZHANGJO2,,"20221211211512.000040"
ZFK,XIAMEN/ FUZHOU KAOHSIUNG SERVICE,IAT,IAT,FINT,"20010101000000.000","20150405000000.000",54,10053,Entire Service,"20120722104933.093",,"20150327082553.051",XUJE7,,"20221211211512.000040"
VSF,VIETNAM SINGAPORE FEEDER,IAT,IAT,FINT,"20040101000000.000","20201231000000.000",55,10052,Entire Service,"20120722104933.543",,"20210202052024.438","1041",,"20221211211512.000040"
SBS,SURABAYA SHUTTLE SERVICE,IAT,IAT,FINT,"20000101000000.000","20101231000000.000",56,,,"20120722104933.821",,"20130315012638.251",,,"20221211211512.000040"
BKK,BANGKOK SERVICES,IAT,IAT,FINT,"20000101000000.000","20220825000000.000",57,10050,Entire Service,"20120722104934.324",,"20220826010348.632","1041",,"20221211211512.000040"
HUA,HUANGPU/HONG KONG FEEDER SERVICE,IAT,IAT,Barge service,"20040101000000.000","20141215000000.000",58,10049,Entire Service,"20120722104934.846",,"20141212030639.858",FEIFR,,"20221211211512.000040"
GEX2,CANADIAN GATEWAY EXPRESS 2,TAT,TAG,Trunk Vessel,"20000101000000.000","20261231000000.000",17,10011,Entire Service,"20120722104909.087",,"20221211130001.579",IR4_ITS,,"20221211211512.000040"
TL2,TURKEY LINK 2 EXPIRED,IET,IET,Public Feeder,"20150721000000.000","20171212000000.000",1282,10392,Sector,"20150721092224.458",XUJE7,"20171213012003.012",XUJE7,,"20221211211512.000040"
LIX,LIVERPO IRELAND XPRESS SERVICE,IET,NEN,Public Feeder,"20151001000000.000","20231231000000.000",1541,10411,Entire Service,"20151207090633.996",NIUGA,"20221211130000.625",IR4_ITS,,"20221211211512.000040"
SBI1,SCAN BALTIC EXPRESS I 1,IET,NEN,EINT,"20160219000000.000","20271231000000.000",1701,10420,Entire Service,"20160219073124.765",NIUGA,"20221211130000.963",IR4_ITS,,"20221211211512.000040"
PEN2,PENANG SINGAPORE SERVICE 2,IAT,IAT,FINT,"20160504000000.000","20180115000000.000",1821,10426,Sector,"20160504060915.842",XIERO,"20180114150000.919",IR4_ITS,,"20221211211512.000041"
SBI2,SCAN BALTIC EXPRESS I 2,IET,NEN,EINT,"20160905000000.000","20271231000000.000",2061,10440,Entire Service,"20160905052612.233",XUJE7,"20221211130000.473",IR4_ITS,,"20221211211512.000041"
ATG1,ATLANTIC GULF EXPRESS,TAT,TAN,Trunk Vessel,"20170101000000.000","20260301000000.000",2282,10456,Entire Service,"20161202075552.787",XINNO,"20221211130001.396",IR4_ITS,TAT3,"20221211211512.000041"
WM2,ASIA WEST MED 2,AET,AWM,Trunk Vessel,"20170201000000.000","20251231000000.000",2502,10473,Entire Service,"20161208085849.737",XUJE7,"20221211130000.885",IR4_ITS,MED2,"20221211211512.000041"
SBJ1,SCAN BALTIC EXPRESS J,IET,NEN,EINT,"20170116000000.000","20271231000000.000",2561,10478,Entire Service,"20170116052450.792",XUJE7,"20221211130000.424",IR4_ITS,,"20221211211512.000041"
SAF2,SOUTH AFRICA SERVICE 2,LAT,ASA,Trunk Vessel,"20180920000000.000","20251231000000.000",112923,1054710,Entire Service,"20181004043552.181","1041","20221211130001.591",IR4_ITS,,"20221211211512.000041"
GBI1,GERMAN BENELUX EXPRESS I,IET,NEN,EINT,"20190416000000.000","20241231000000.000",160927,1058606,Entire Service,"20190416022500.587","1041","20221211130000.468",IR4_ITS,,"20221211211512.000041"
KAX,KUWAIT ABU DHABI EXPRESS,IAT,IAT,FINT,"20190417000000.000","20240430000000.000",170921,1058704,Entire Service,"20190417080856.136","1041","20221211130001.629",IR4_ITS,,"20221211211512.000041"
WSA2,MIDDLE AMERICA & WEST COAST OF SOUTH AMERICA 2,LAT,ALW,Trunk Vessel,"20200201000000.000","20200411000000.000",228921,1064900,Entire Service,"20200309060224.603","1041","20200427012636.790","1041",,"20221211211512.000041"
LLX,ASIA EUROPE SERVICE EXTRA LOADER,AET,AEC,Trunk Vessel,"20200801000000.000","20221031000000.000",256921,1067200,Entire Service,"20200814014436.117","1041","20221030150001.415",IR4_ITS,,"20221211211512.000041"
AWX,AUSTRALIA WEST COAST EXPRESS,AUT,AUS,Trunk Vessel,"20200825000000.000","20251231000000.000",272921,1067603,Entire Service,"20200825090912.258","1041","20221211130001.006",IR4_ITS,,"20221211211512.000041"
PNAG,EMPTY REPO FROM NA TO AP,TPT,TPP,Public Feeder,"20210829000000.000","20301231000000.000",322921,1072500,Entire Service,"20210923085736.165","1041","20221211130000.415",IR4_ITS,,"20221211211512.000041"
CNX,CHINA NEW ZEALAND EXPRESS,AUT,NZL,Trunk Vessel,"20221020000000.000","20271231000000.000",396921,1077602,Entire Service,"20221020005300.245","1041","20221211130001.202",IR4_ITS,,"20221211211512.000041"
LSF,NEW LAEM CHABANG SINGAPORE FEEDER SERVICE EXPIRED,IAT,IAT,FINT,"20100101000000.000","20160602000000.000",61,10429,Sector,"20120919074506.206",,"20170301034417.213",LIJO2,,"20221211211512.000041"
STW,SHANGHAI TAIWAN SERVICE,IAT,IAT,EINT Feeder,"20140123000000.000","20140930000000.000",401,10313,Entire Service,"20140123045028.083",SONGLU,"20170601094900.513",XIERO,,"20221211211512.000042"
AME,AME,TPT,TPP,Public Feeder,"20140501000000.000","20140521000000.000",661,10347,Entire Service,"20140520033931.280",QIANFE,"20140521024742.255",QIANFE,,"20221211211512.000042"
IAS,ITALY ALGIERS SERVICE,IET,IET,Public Feeder,"20140720000000.000","20220527000000.000",701,10349,Entire Service,"20140725065331.389",XIASE,"20220527074900.240","1041",,"20221211211512.000042"
PGUX,GUANGXI SHUTTLE FEEDER,IAT,IAT,Public Feeder,"20151110000000.000","20251231000000.000",1501,10409,Entire Service,"20151110094636.378",LIJO2,"20221211130001.656",IR4_ITS,,"20221211211512.000042"
SNX1,SWEDEN NETHERLANDS EXPRESS 1,IET,NEN,EINT,"20180903000000.000","20231231000000.000",72921,1054101,Entire Service,"20180903045335.791","1041","20221211130001.614",IR4_ITS,,"20221211211512.000042"
EAX3,ASIA EAST AFRICA EXPRESS SERVICE 3,LAT,AEA,Trunk Vessel,"20180901000000.000","20251231000000.000",74925,1054106,Entire Service,"20180905054630.250","1041","20221211130001.452",IR4_ITS,,"20221211211512.000042"
HRS2,HAMBURG RUSSIA SERVICE 2,IET,IET,EINT Feeder,"20190322000000.000","20190429000000.000",154921,1057402,Entire Service,"20190322021720.541","1041","20190429030320.497","1041",,"20221211211512.000042"
SBY1,SURABAYA SERVICE 1,IAT,IAT,FINT,"20080801000000.000","20271231000000.000",304921,1070800,Entire Service,"20210429045536.168","1041","20221211130001.680",IR4_ITS,,"20221211211512.000042"
LEV,LEVANT SERVICE,IET,SES,Public Feeder,"20210501000000.000","20220412000000.000",306921,1071100,Entire Service,"20210524130024.229","1041","20220412052212.371","1041",,"20221211211512.000042"
WAFX,WEST AFRICA EXPRESS,LAT,AWA,Trunk Vessel,"20210922000000.000","20261231000000.000",320921,1072400,Entire Service,"20210922081800.262","1041","20221211130000.907",IR4_ITS,,"20221211211512.000042"
GBS1,GERMAN BENELUX EXPRESS S1,IET,NEN,EINT,"20220412000000.000","20221021000000.000",378921,1075905,Entire Service,"20220412124136.176","1041","20221021055136.215","1041",,"20221211211512.000042"
SMX,SPAIN MOROCCO EXPRESS,IET,SES,Public Feeder,"20130829000000.000","20271231000000.000",62,10303,Entire Service,"20130829083358.758",,"20221211130000.951",IR4_ITS,,"20221211211512.000042"
NPS,NORTH PRC PUSAN SOUTHEAST ASIA SERVIC,IAT,IAT,EINT,"20141219000000.000","20201231000000.000",961,10370,Entire Service,"20141219043138.639",FEIFR,"20201230150001.287",IR4_ITS,,"20221211211512.000042"
SBG3,SCAN BALTIC EXPRESS G 3,IET,NEN,EINT,"20170116000000.000","20271231000000.000",2581,10480,Entire Service,"20170116062808.545",XUJE7,"20221211130001.248",IR4_ITS,,"20221211211512.000042"
RS2,RED SEA LOOP2,IAT,IAT,EINT,"20170201000000.000","20251231000000.000",2603,10484,Entire Service,"20170202015055.544",FEIFR,"20221211130000.641",IR4_ITS,RES2,"20221211211512.000042"
HHX2,HAIPHONG EXPRESS SERVICE II,IAT,IAT,EINT,"20171225000000.000","20271231000000.000",26922,10518,Entire Service,"20171226024441.514",XIERO,"20221211130001.093",IR4_ITS,,"20221211211512.000043"
EAX4,ASIA EAST AFRICA EXPRESS SERVICE 4,LAT,AEA,Trunk Vessel,"20180901000000.000","20251231000000.000",74926,1054107,Entire Service,"20180905054730.224","1041","20221211130000.837",IR4_ITS,,"20221211211512.000043"
SKT6,KANTO SHANGHAI SATURDAY SERVICE,IAT,IAT,EINT,"20180918000000.000","20201231000000.000",86922,1054403,Entire Service,"20180918032402.374","1041","20210202052224.254","1041",,"20221211211512.000043"
RFS5,RUSSIAN FEDERATION SERVICE 5,IET,NEN,EINT,"20190320000000.000","20241231000000.000",150921,1057400,Entire Service,"20190321024249.151","1041","20221211130001.766",IR4_ITS,,"20221211211512.000043"
YSS2,YANGON STRAIT SHUTTLE 2,IAT,IAT,FINT,"20220225000000.000","20271231000000.000",366921,1075200,Entire Service,"20220217021812.223","1041","20221211130001.226",IR4_ITS,,"20221211211512.000043"
PEN,PENANG SINGAPORE SERVICE,IAT,IAT,FINT,"20040101000000.000","20271231000000.000",63,10055,Entire Service,"20120722104936.151",,"20221211130001.037",IR4_ITS,,"20221211211512.000043"
GKX,GULF ASIA EXPRESS,IAT,IAT,EINT Feeder,"20040101000000.000","20060101000000.000",64,,,"20120722104936.514",,"20130315012639.293",,,"20221211211512.000043"
RDX,RDX,IET,NEN,Public Feeder,"20050321000000.000","20271231000000.000",65,10062,Entire Service,"20120722104936.858",,"20221211130001.836",IR4_ITS,,"20221211211512.000043"
RIX,RIX,IET,NEN,Public Feeder,"20050321000000.000","20201231000000.000",66,10063,Entire Service,"20120722104937.504",,"20201230150000.523",IR4_ITS,,"20221211211512.000043"
NSS1,NHAVA SHEVA SERVICE 1,IAT,IAT,EINT Feeder,"20050601000000.000","20101231000000.000",67,,,"20120722104937.769",,"20130315012640.610",,,"20221211211512.000043"
DUM,DUMMY SERVICE,IAT,IAT,FINT,"20060101000000.000","20151231000000.000",68,10078,Entire Service,"20120722104941.219",,"20150506063837.083",XUJE7,,"20221211211512.000043"
BKK1,BANGKOK SERVICE 1,IAT,IAT,FINT,"20050701000000.000","20101231000000.000",69,,,"20120722104941.528",,"20130315012640.838",,,"20221211211512.000043"
CSX,CALCUTTA SINGAPORE EXPRESS,IAT,IAT,EINT Feeder,"20041231000000.000","20170520000000.000",70,10067,Entire Service,"20120722104941.873",,"20170522063727.418",ZHANGJO2,,"20221211211512.000043"
CEF,CEBU FEEDER,IAT,IAT,FINT,"20051001000000.000","20271231000000.000",71,10070,Entire Service,"20120722104942.159",,"20221211130001.046",IR4_ITS,,"20221211211512.000043"
VKF,VIETNAM KAOHSIUNG FEEDER,IAT,IAT,FINT,"20050701000000.000","20101231000000.000",72,,,"20120722104942.315",,"20130315012641.293",,,"20221211211512.000043"
EU8,LOOP LPF - SOUTH CHINA EUROPE EXPRESS,AET,AEC,Trunk Vessel,"20030101000000.000","20070101000000.000",73,,,"20120722104943.288",,"20130315012641.757",,,"20221211211512.000043"
VHS,HOCHIMINH FEEDER,IAT,IAT,FINT,"20050501000000.000","20060224000000.000",74,10074,Entire Service,"20120722104943.620",,"20170601100356.117",XIERO,,"20221211211512.000044"
HUA2,HKG - HUA ( OLD PORT),IAT,IAT,Barge service,"20050401000000.000","20110205000000.000",75,,,"20120722104944.520",,"20130315012642.236",,,"20221211211512.000044"
JKT2,JAKARTA FEEDER SERVICE 2,IAT,IAT,FINT,"20050701000000.000","20181231000000.000",76,10076,Entire Service,"20120722104945.126",,"20181230150000.262",IR4_ITS,,"20221211211512.000044"
AE1,AE1 JAPAN SINGAPORE EXPRESS EXPIRED,AET,AEC,Trunk Vessel,"20050101000000.000","20121231000000.000",77,10079,Entire Service,"20120722104945.877",,"20170301061809.582",LIJO2,,"20221211211512.000044"
AE3,AE3 CHINA EUROPE EXPRESS EXPIRED,AET,AEC,Trunk Vessel,"20050101000000.000","20121231000000.000",78,10082,Entire Service,"20120722104946.588",,"20170301061518.281",LIJO2,,"20221211211512.000044"
AE4,AE4 NORTH CHINA EUROPEAN EXPRESS EXPIRED,AET,AEC,Trunk Vessel,"20050101000000.000","20121231000000.000",80,10083,Entire Service,"20120722104949.151",,"20170301061152.237",LIJO2,,"20221211211512.000044"
AEM,AEM ASIA MED EXPRESS EXPIRED,AET,AEM,Trunk Vessel,"20050101000000.000","20121231000000.000",81,10084,Entire Service,"20120722104950.282",,"20170301060508.240",LIJO2,,"20221211211512.000044"
ATX,ATX,TAT,TAN,Trunk Vessel,"20060213000000.000","20140620000000.000",82,10085,Entire Service,"20120722104951.218",,"20140924054832.800",QIANFE,,"20221211211512.000044"
HHZ,HKG HAI ZHJ HKG FEEDER,IAT,IAT,Barge service,"20060101000000.000","20200303000000.000",83,10086,Entire Service,"20120722104951.842",,"20200302150002.006",IR4_ITS,,"20221211211512.000044"
